,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User,color,msg
25,0.0,Sat Jun 09 13:49:20 +0000 2018,1.0,0.0,0.0,26,@bbcnews,red,"The first Bond girl, Eunice Grayson, dies at 90 https://t.co/NZNj4GVnYB"
26,0.0,Sat Jun 09 13:46:58 +0000 2018,1.0,0.0,0.0,27,@bbcnews,red,John Lasseter: Disney animation head to quit after misconduct claims https://t.co/dZd3Hh8zQf
27,0.5859,Sat Jun 09 13:46:58 +0000 2018,0.696,0.0,0.304,28,@bbcnews,red,Birthday Honours 2018: CBE for Network Rail boss 'slap in the face' https://t.co/buXxv6ntjT
28,0.5267,Sat Jun 09 13:22:54 +0000 2018,0.815,0.0,0.185,29,@bbcnews,red,"RT @BBCSport: Australia have ended Ireland's 12-game winning run.

👉 https://t.co/Msu0iZutc9

#bbcrugby https://t.co/FEdrdvYadC"
29,0.3612,Sat Jun 09 13:14:55 +0000 2018,0.828,0.0,0.172,30,@bbcnews,red,"RT @BBCNews: Serena Williams should be ready for Wimbledon, says her coach https://t.co/wWMQmZEckl"
30,0.3612,Sat Jun 09 12:53:57 +0000 2018,0.8,0.0,0.2,31,@bbcnews,red,"Serena Williams should be ready for Wimbledon, says her coach https://t.co/wWMQmZEckl"
31,-0.6908,Sat Jun 09 12:28:10 +0000 2018,0.612,0.388,0.0,32,@bbcnews,red,Sofija Kaczan death: Man in court charged with 100-year-old's manslaughter https://t.co/CwjfOCJnPu
32,0.3612,Sat Jun 09 12:25:55 +0000 2018,0.737,0.0,0.263,33,@bbcnews,red,Taliban agree three-day Eid ceasefire in Afghanistan https://t.co/J8edT9yKWI
33,0.0,Sat Jun 09 12:25:54 +0000 2018,1.0,0.0,0.0,34,@bbcnews,red,"Boy, 8, youngest to climb Old Man of Hoy https://t.co/ReLsewDDlx"
34,0.5267,Sat Jun 09 12:21:08 +0000 2018,0.764,0.0,0.236,35,@bbcnews,red,Australia 18-9 Ireland: Tourists' 12-game winning run comes to an end https://t.co/ZYiTjpCWIW
35,0.0,Sat Jun 09 12:17:20 +0000 2018,1.0,0.0,0.0,36,@bbcnews,red,The Royal family watch the RAF flypast from Buckingham Palace. 23 aircraft are taking part to mark the Queen's offi… https://t.co/SlJuDPXe7m
36,-0.7184,Sat Jun 09 11:59:48 +0000 2018,0.75,0.25,0.0,37,@bbcnews,red,A 41 gun salute is fired to mark the Queen's official birthday at the Trooping the Colour ceremony in London… https://t.co/JhOinaavAW
37,-0.3818,Sat Jun 09 11:53:40 +0000 2018,0.822,0.178,0.0,38,@bbcnews,red,World Cup 2018: Can you name the losing finalists from previous tournaments? https://t.co/RSNuvOYgU3
38,0.088,Sat Jun 09 11:40:02 +0000 2018,0.802,0.091,0.107,39,@bbcnews,red,RT @bbcweather: Plenty of broken cloud and sunshine for most this afternoon but some sharp showers a nuisance too! Lou L https://t.co/BowtJ…
39,0.0516,Sat Jun 09 11:12:24 +0000 2018,0.486,0.25,0.264,40,@bbcnews,red,ICYMI: Beauty pageants and Star Wars - burlesque style https://t.co/DAJNwy5PoO
40,0.0,Sat Jun 09 11:05:38 +0000 2018,1.0,0.0,0.0,41,@bbcnews,red,England v South Africa: Heather Knight is dismissed by Marizanne Kapp https://t.co/1H8NOhH2iP
41,0.0,Sat Jun 09 11:05:36 +0000 2018,1.0,0.0,0.0,42,@bbcnews,red,Trump and Macron in handshake showdown at G7 summit https://t.co/8Oq87iulUd
42,0.0,Sat Jun 09 10:56:18 +0000 2018,1.0,0.0,0.0,43,@bbcnews,red,The Trooping the Colour parade which marks the Queen's official birthday is underway in London. The Queen and Duke… https://t.co/pSKtDyPg6q
43,0.0,Sat Jun 09 10:42:28 +0000 2018,1.0,0.0,0.0,44,@bbcnews,red,Five ways Paul Dacre's Daily Mail left its mark on Britain https://t.co/v5yBMpXygv
44,0.0,Sat Jun 09 10:42:28 +0000 2018,1.0,0.0,0.0,45,@bbcnews,red,'Bride of Belsen' Gena Turgel dies at 95 https://t.co/k2y5Xyj69h
45,-0.5719,Sat Jun 09 10:26:30 +0000 2018,0.684,0.316,0.0,46,@bbcnews,red,Tyson Fury v Sefer Seferi: An unusual heavyweight weigh-in https://t.co/MH1Nizl9CX
46,0.296,Sat Jun 09 10:12:37 +0000 2018,0.82,0.0,0.18,47,@bbcnews,red,Trooping the Colour: Meghan and Harry join Queen at parade https://t.co/lVdEeeeUHZ
47,0.4404,Sat Jun 09 09:58:43 +0000 2018,0.775,0.0,0.225,48,@bbcnews,red,England for the World Cup? SNP delegates on football loyalties https://t.co/9gLG2cOBQi
48,0.0,Sat Jun 09 09:11:54 +0000 2018,1.0,0.0,0.0,49,@bbcnews,red,Game of Thrones: HBO orders spinoff prequel pilot https://t.co/nkuSCMfz1b
49,0.0,Sat Jun 09 09:10:55 +0000 2018,1.0,0.0,0.0,50,@bbcnews,red,"RT @BBCWorld: Form is temporary, class is permanent. Which counts more at the World Cup? 
⚽🏃‍♂️ @BBCRealityCheck has crunched the numbers
h…"
50,0.0,Sat Jun 09 07:22:07 +0000 2018,1.0,0.0,0.0,51,@bbcnews,red,G7 summit dogged by divisions between Trump and allies https://t.co/KIa4SMpuwh
51,-0.1531,Sat Jun 09 07:06:06 +0000 2018,0.849,0.151,0.0,52,@bbcnews,red,'No dogs allowed' - but what about my assistance dog? https://t.co/xNAlYEacoO
52,-0.128,Sat Jun 09 06:59:22 +0000 2018,0.592,0.219,0.189,53,@bbcnews,red,Birthday Honours 2018: Network Rail boss made CBE amid travel chaos https://t.co/kHWuDHQ9VV
53,0.6369,Sat Jun 09 06:33:42 +0000 2018,0.724,0.0,0.276,54,@bbcnews,red,Canadian GP: Fernando Alonso says 'I'm one of F1's best ever' https://t.co/p81nnU1g6j
54,0.0,Sat Jun 09 05:50:03 +0000 2018,1.0,0.0,0.0,55,@bbcnews,red,South Africa v England: Siya Kolisi - the Springboks captain uniting a country https://t.co/QTMak9yU1c
55,0.0,Sat Jun 09 02:28:36 +0000 2018,1.0,0.0,0.0,56,@bbcnews,red,Meat traces 'found in supermarket vegetarian meals' https://t.co/SIiQRLgK3Z
56,0.0,Sat Jun 09 02:07:26 +0000 2018,1.0,0.0,0.0,57,@bbcnews,red,Maria Esther Bueno: Brazilian star of 1960s women's tennis dies https://t.co/NMc3hai0V5
57,-0.2023,Sat Jun 09 01:16:16 +0000 2018,0.859,0.141,0.0,58,@bbcnews,red,"Boy, 14, charged over string of moped thefts in north London https://t.co/ulne7N3EOv"
58,-0.5994,Sat Jun 09 00:15:31 +0000 2018,0.719,0.281,0.0,59,@bbcnews,red,Pregnant and anorexic: 'I was told my baby could die' https://t.co/agj4vcYoSS
59,0.0,Sat Jun 09 00:15:31 +0000 2018,1.0,0.0,0.0,60,@bbcnews,red,US election 2018: The women lining up to topple Trump https://t.co/1kql7F8lMI
60,0.0,Sat Jun 09 00:15:31 +0000 2018,1.0,0.0,0.0,61,@bbcnews,red,Week in pictures: 2 - 8 June 2018 https://t.co/Yt5FdlgG0H
61,-0.3612,Sat Jun 09 00:15:31 +0000 2018,0.8,0.2,0.0,62,@bbcnews,red,Barbed wire and smuggled crabs: Watching North Korea from China https://t.co/g1OL6JN7gt
62,0.0,Sat Jun 09 00:15:31 +0000 2018,1.0,0.0,0.0,63,@bbcnews,red,Anthony Bourdain: Why his travel shows had global appeal https://t.co/0ek8fVzGLJ
63,0.0,Sat Jun 09 00:15:30 +0000 2018,1.0,0.0,0.0,64,@bbcnews,red,Trump Kim summit: Who's pulling the strings? https://t.co/MYuBFgLPGc
64,0.0258,Sat Jun 09 00:15:30 +0000 2018,0.909,0.0,0.091,65,@bbcnews,red,World Cup 2018: Does form matter for teams competing in Russia? https://t.co/eoIaJmbOZU
65,0.0,Sat Jun 09 00:15:30 +0000 2018,1.0,0.0,0.0,66,@bbcnews,red,It's the world's longest non-stop flight... for now https://t.co/ZUUS3UK2Xn
66,-0.6369,Sat Jun 09 00:15:30 +0000 2018,0.682,0.318,0.0,67,@bbcnews,red,Tayyaba abuse case shines light on Pakistan's child maids https://t.co/mL3puqGfC9
67,0.4404,Sat Jun 09 00:15:30 +0000 2018,0.791,0.0,0.209,68,@bbcnews,red,Suffrage centenary: The women getting creative and going on the march https://t.co/EbQCWL2n2I
68,0.3612,Sat Jun 09 00:08:31 +0000 2018,0.783,0.0,0.217,69,@bbcnews,red,Why Russian workers are being taught how to smile https://t.co/vY98gixMx9
69,0.0,Fri Jun 08 23:32:59 +0000 2018,1.0,0.0,0.0,70,@bbcnews,red,More than a million on social housing waiting lists https://t.co/J3BQozhQUf
70,0.0,Fri Jun 08 23:32:59 +0000 2018,1.0,0.0,0.0,71,@bbcnews,red,Trooping the Colour: Guardsman first to wear turban https://t.co/EiQZvEI7DS
71,0.4019,Fri Jun 08 23:32:59 +0000 2018,0.722,0.0,0.278,72,@bbcnews,red,Business leaders urged to help run schools https://t.co/gIrgtPRcY5
72,0.4939,Fri Jun 08 23:15:25 +0000 2018,0.714,0.0,0.286,73,@bbcnews,red,Queen’s Birthday Honours 2018: Underwater photographer gets MBE https://t.co/MtjFZyjpy0
73,-0.4939,Fri Jun 08 23:15:25 +0000 2018,0.738,0.262,0.0,74,@bbcnews,red,China hackers steal data from US Navy contractor - reports https://t.co/EO3OrqqlRD
74,0.2263,Fri Jun 08 23:13:06 +0000 2018,0.56,0.184,0.256,75,@bbcnews,red,Newspaper headlines: Birthday honours and a disruptive President Trump https://t.co/WE0tztTAEu
75,0.1027,Fri Jun 08 23:05:54 +0000 2018,0.641,0.167,0.192,76,@bbcnews,red,French Open 2018: Simona Halep aims for maiden Grand Slam title https://t.co/ZaDcfJtZV0
76,0.4939,Fri Jun 08 22:54:20 +0000 2018,0.714,0.0,0.286,77,@bbcnews,red,Queen’s Birthday Honours 2018: Lizzy Yarnold becomes OBE https://t.co/npOYSIKoFi
77,0.4939,Fri Jun 08 22:54:19 +0000 2018,0.758,0.0,0.242,78,@bbcnews,red,Queen’s Birthday Honours 2018: MBE for TV gardener Monty Don https://t.co/NLu1eq0cNk
78,0.4939,Fri Jun 08 22:54:19 +0000 2018,0.738,0.0,0.262,79,@bbcnews,red,"Queen’s Birthday Honours 2018: Poppy seller, 103, gets MBE https://t.co/vJmlNdMOEZ"
79,0.4939,Fri Jun 08 22:54:19 +0000 2018,0.775,0.0,0.225,80,@bbcnews,red,Queen’s Birthday Honours 2018: Nurse for first HIV patients gets OBE https://t.co/DFtlDgptjO
80,0.0,Fri Jun 08 22:54:17 +0000 2018,1.0,0.0,0.0,81,@bbcnews,red,Leo Varadkar is first taoiseach to visit Orange Order HQ https://t.co/Fz3BqrT4zU
81,0.4939,Fri Jun 08 22:35:29 +0000 2018,0.652,0.0,0.348,82,@bbcnews,red,Could an emoji save your life? https://t.co/yKQEpIIeKy
82,0.0,Fri Jun 08 22:35:29 +0000 2018,1.0,0.0,0.0,83,@bbcnews,red,Anthony Bourdain: Five of his tips for eating out https://t.co/O8UHzvePFG
83,0.7506,Fri Jun 08 22:33:04 +0000 2018,0.584,0.0,0.416,84,@bbcnews,red,Birthday Honours 2018: Health workers honoured in NHS 70th year https://t.co/JOYploUs7f
84,0.6369,Fri Jun 08 22:25:48 +0000 2018,0.634,0.0,0.366,85,@bbcnews,red,Taylor Swift praises Manchester's 'incredible resilience' as UK tour launches https://t.co/W5ljCGMlPT
85,0.0,Fri Jun 08 22:02:05 +0000 2018,1.0,0.0,0.0,86,@bbcnews,red,Trump Kim: Impersonators buddy up in Singapore https://t.co/v1FmqlErzf
86,0.0,Fri Jun 08 22:02:05 +0000 2018,1.0,0.0,0.0,87,@bbcnews,red,Brexit trade proposals will not be published until after EU summit https://t.co/Bx9yWmBS5v
87,0.3612,Fri Jun 08 21:58:17 +0000 2018,0.828,0.0,0.172,88,@bbcnews,red,"Saturday’s Telegraph: ""Meat found in vegan ready meals"" #tomorrowspaperstoday #bbcpapers (via @BBCHelenaLee) https://t.co/Qwmok5xuBX"
88,0.0,Fri Jun 08 21:58:01 +0000 2018,1.0,0.0,0.0,89,@bbcnews,red,"Saturday’s Express: ""New law to tackle moped muggers"" #tomorrowspaperstoday #bbcpapers (via @BBCHelenaLee) https://t.co/UtUQLCk6yt"
89,0.0,Fri Jun 08 21:57:50 +0000 2018,1.0,0.0,0.0,90,@bbcnews,red,"Saturday’s Daily Mail: ""Off the rails!"" #tomorrowspaperstoday #bbcpapers (via @BBCHelenaLee) https://t.co/v8a1aZkBmj"
90,-0.34,Fri Jun 08 21:57:25 +0000 2018,0.821,0.179,0.0,91,@bbcnews,red,"Saturday’s Guardian: ""Army ads targeting stressed teenagers"" #tomorrowspaperstoday #bbcpapers (via @BBCHelenaLee) https://t.co/Lg0fYYcbGL"
91,0.0,Fri Jun 08 21:57:05 +0000 2018,1.0,0.0,0.0,92,@bbcnews,red,"Saturday’s Sun: ""Tosh &amp; Becks"" #tomorrowspaperstoday #bbcpapers (via @BBCHelenaLee) https://t.co/tqo84swF0g"
92,0.0,Fri Jun 08 21:56:51 +0000 2018,1.0,0.0,0.0,93,@bbcnews,red,"Saturday’s Times: ""Trump turns up the heat as G7 splits over Russia"" #tomorrowspaperstoday #bbcpapers (via… https://t.co/EXbSG1x8vR"
93,0.0,Fri Jun 08 21:56:32 +0000 2018,1.0,0.0,0.0,94,@bbcnews,red,"Saturday's Mirror: ""Sir Kenny"" #tomorrowspaperstoday #bbcpapers (via @BBCHelenaLee) https://t.co/50XuaBXtHG"
94,0.8126,Fri Jun 08 21:56:05 +0000 2018,0.619,0.0,0.381,95,@bbcnews,red,"Saturday's i: ""Birthday honours for the best of British"" #tomorrowspaperstoday #bbcpapers (via @BBCHelenaLee) https://t.co/pG68kIY6GZ"
95,0.0258,Fri Jun 08 21:55:24 +0000 2018,0.727,0.133,0.139,96,@bbcnews,red,"Saturday's FT: ""BT cuts off Patterson to calm City"" #tomorrowspaperstoday #bbcpapers (via @BBCHelenaLee) https://t.co/6A2AgGF3Yx"
96,0.5994,Fri Jun 08 21:54:59 +0000 2018,0.672,0.0,0.328,97,@bbcnews,red,Super League: St Helens 26-4 Hull Kingston Rovers https://t.co/9oNaXzNxw1
97,0.7964,Fri Jun 08 21:40:56 +0000 2018,0.552,0.0,0.448,98,@bbcnews,red,Richard Scudamore: Premier League chief plays down prospect of European super league https://t.co/MVs26qXe6G
98,0.4939,Fri Jun 08 21:40:56 +0000 2018,0.652,0.0,0.348,99,@bbcnews,red,Birthday Honours 2018: Twelve famous faces https://t.co/87DmVSVOmx
99,-0.7184,Fri Jun 08 21:36:06 +0000 2018,0.6,0.4,0.0,100,@bbcnews,red,Sir Elton John urges social media boycott over hate speech https://t.co/R1daWpz9yt
